SYMBOL,STOCK_STATUS,NEWS_STATUS,BUY_PRICE,SELL_PRICE
QGOLDHALF,WEEK_STOCK,NO_NEWS,1334.65,1340.75
QNIFTY,STRONG_STOCK,NO_NEWS,952.2,952.6
QUICKHEAL,WEEK_STOCK,NO_NEWS,251.23,254.17
