SYMBOL,STOCK_STATUS,NEWS_STATUS,BUY_PRICE,SELL_PRICE
SONATSOFTW,STRONG_STOCK,NO_NEWS,190.93,195.57
SOTL,WEEK_STOCK,NO_NEWS,903.85,921.45
SOUTHBANK,STRONG_STOCK,NO_NEWS,20.32,20.58
SPARC,STRONG_STOCK,NO_NEWS,311.63,317.57
SPECIALITY,STRONG_STOCK,NO_NEWS,73.82,74.38
SPHEREGSL,WEEK_STOCK,NO_NEWS,62.02,64.28
SPIC,WEEK_STOCK,NEWS,21.52,21.78
SPICEMOBI,STRONG_STOCK,NO_NEWS,16.73,16.97
SPLIL,WEEK_STOCK,NO_NEWS,25.4,26.1
SPMLINFRA,STRONG_STOCK,NO_NEWS,59.88,61.02
SPYL,STRONG_STOCK,NEWS,0.57,0.63
SQSBFSI,STRONG_STOCK,NO_NEWS,591.05,596.95
SREINFRA,STRONG_STOCK,NO_NEWS,93.97,95.13
SREINFRA,STRONG_STOCK,NO_NEWS,93.97,95.13
SRF,WEEK_STOCK,NO_NEWS,1560.03,1585.97
SRHHYPOLTD,WEEK_STOCK,NO_NEWS,121.08,125.52
SRIPIPES,WEEK_STOCK,NO_NEWS,315.18,322.32
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SRTRANSFIN,WEEK_STOCK,NO_NEWS,935.73,953.17
SSWL,STRONG_STOCK,NO_NEWS,679.07,689.73
STAR,STRONG_STOCK,NEWS,1142.4,1161.6
STARPAPER,WEEK_STOCK,NO_NEWS,185.32,189.48
STCINDIA,WEEK_STOCK,NO_NEWS,158.25,161.25
STEL,WEEK_STOCK,NO_NEWS,70.48,72.92
STERLINBIO,WEEK_STOCK,NO_NEWS,4.32,4.48
STERTOOLS,STRONG_STOCK,NO_NEWS,193.02,196.68
STRTECH,WEEK_STOCK,NO_NEWS,131.22,132.78
SUBEX,STRONG_STOCK,NEWS,10.75,11.05
SUBROS,STRONG_STOCK,NO_NEWS,199.62,200.58
SUDAR,STRONG_STOCK,NO_NEWS,357.8,365.3
SUDARSCHEM,STRONG_STOCK,NO_NEWS,357.8,365.3
SUJANAUNI,STRONG_STOCK,NO_NEWS,1.48,1.52
SUMEETINDS,WEEK_STOCK,NO_NEWS,33.8,34.3
SUMMITSEC,STRONG_STOCK,NO_NEWS,417.12,422.78
SUNCLAYLTD,STRONG_STOCK,NO_NEWS,3314.93,3380.27
SUNDARAM,STRONG_STOCK,NO_NEWS,2.97,3.03
SUNDARMFIN,STRONG_STOCK,NO_NEWS,1359.67,1391.43
SUNDRMBRAK,WEEK_STOCK,NO_NEWS,390.8,395.2
SUNDRMFAST,WEEK_STOCK,NO_NEWS,333.48,338.62
SUNFLAG,STRONG_STOCK,NO_NEWS,36.1,36.9
SUNILHITEC,WEEK_STOCK,NO_NEWS,11.78,11.92
SUNPHARMA,STRONG_STOCK,NEWS,665.6,675.1
SUNTECK,WEEK_STOCK,NO_NEWS,244,247.3
SUNTV,STRONG_STOCK,NO_NEWS,690.75,703.55
SUPERHOUSE,WEEK_STOCK,NO_NEWS,148.58,151.52
SUPERSPIN,WEEK_STOCK,NO_NEWS,12.38,12.82
SUPPETRO,WEEK_STOCK,NO_NEWS,272.12,274.78
SUPRAJIT,WEEK_STOCK,NO_NEWS,200.48,204.32
SUPREMEIND,WEEK_STOCK,NO_NEWS,988.67,1000.83
SUPREMEINF,WEEK_STOCK,NO_NEWS,107.05,109.05
SURANAIND,WEEK_STOCK,NO_NEWS,3,3.1
SURANASOL,STRONG_STOCK,NO_NEWS,22.62,23.08
SURANAT&P,WEEK_STOCK,NO_NEWS,5.08,5.12
SURYALAXMI,WEEK_STOCK,NO_NEWS,114.25,118.25
SURYAROSNI,WEEK_STOCK,NO_NEWS,192.9,195.3
SUTLEJTEX,WEEK_STOCK,NO_NEWS,811.75,830.75
SUVEN,WEEK_STOCK,NO_NEWS,173.08,175.22
SUZLON,STRONG_STOCK,NO_NEWS,17.58,17.92
SWANENERGY,STRONG_STOCK,NEWS,157.73,162.27
SWARAJENG,STRONG_STOCK,NO_NEWS,1365.45,1384.05
SWELECTES,WEEK_STOCK,NO_NEWS,339.4,358.2
SYMPHONY,STRONG_STOCK,NO_NEWS,1271.38,1294.72
SYNCOM,WEEK_STOCK,NO_NEWS,5.92,6.08
SYNDIBANK,WEEK_STOCK,NO_NEWS,69.42,70.28
SYNGENE,WEEK_STOCK,NO_NEWS,511.33,516.67
