SYMBOL,STOCK_STATUS,NEWS_STATUS,BUY_PRICE,SELL_PRICE
XCHANGING,WEEK_STOCK,NEWS,51.62,52.28
XLENERGY,STRONG_STOCK,NO_NEWS,2.75,2.75
XPROINDIA,WEEK_STOCK,NO_NEWS,47.13,49.17
