SYMBOL,PREDECTION,MAX_GREEN,MAX_RED,SMA
JPINFRATEC,RED,1,3,8.11
JPOLYINVST,GREEN,3,1,86.88
JPPOWER,RED,0,3,4.01
JSL,RED,2,3,40.01
JSLHISAR,RED,2,3,99.03
JSWENERGY,GREEN,1,4,63.22
JSWHL,RED,1,4,1466.76
JSWSTEEL,GREEN,3,3,197.76
JSWSTEEL,GREEN,3,3,197.76
JUBILANT,RED,3,2,690.05
JUBLFOOD,GREEN,3,2,855.31
JUBLINDS,GREEN,3,2,369.85
JUNIORBEES,RED,1,4,229.73
JUSTDIAL,RED,1,4,368.59
JVLAGRO,GREEN,4,1,19.37
JYOTHYLAB,GREEN,5,0,345.12
JYOTISTRUC,RED,1,2,9.88
KABRAEXTRU,GREEN,2,3,124.38
KAJARIACER,GREEN,4,1,529.94
KAKATCEM,RED,0,5,314.21
KALINDEE,RED,1,4,115.94
KALPATPOWR,GREEN,3,2,271.76
KAMATHOTEL,RED,0,5,31.95
KAMDHENU,RED,2,3,93.07
KANANIIND,NEAUTRAL,0,4,16.37
KANORICHEM,RED,3,2,74.16
KANSAINER,RED,1,4,332.46
KARMAENG,RED,2,3,52.37
KARURVYSYA,RED,3,2,84.86
KAUSHALYA,RED,2,2,4.68
KAYA,GREEN,5,0,764.99
KCP,RED,1,4,86.29
KCPSUGIND,NEAUTRAL,1,2,33.93
KDDL,RED,1,4,197.93
KEC,GREEN,3,2,148.34
KECL,RED,2,3,44.78
KEI,RED,1,3,138.26
KELLTONTEC,RED,2,3,126.82
KEMROCK,NEAUTRAL,0,0,1.49
KERNEX,RED,0,5,37.43
KESARENT,GREEN,3,2,49.97
KESORAMIND,RED,2,3,142.54
KGL,NEAUTRAL,1,1,1.57
KHAITANELE,RED,1,4,36.02
KICL,RED,3,2,1192.12
KILITCH,RED,2,3,47.25
KIRIINDUS,GREEN,2,3,323.8
KIRLOSBROS,GREEN,4,1,201.03
KIRLOSENG,GREEN,3,2,329.44
KIRLOSIND,RED,1,3,844.32
KITEX,RED,1,4,423.14
KKCL,RED,1,4,1768.81
KMSUGAR,RED,1,4,31.37
KNRCON,RED,3,2,176.25
KOHINOOR,GREEN,2,3,85.82
KOKUYOCMLN,GREEN,3,2,84.62
KOLTEPATIL,RED,1,4,88.83
KOPRAN,RED,3,2,53.64
KOTAKBANK,RED,2,3,728.85
KOTAKBKETF,GREEN,2,3,193.66
KOTAKGOLD,RED,2,3,259.66
KOTAKNIFTY,RED,1,4,850.69
KOTAKNV20,RED,1,1,37.64
KOTAKPSUBK,RED,2,3,317.78
KOTARISUG,RED,0,5,15.26
KOTHARIPET,RED,2,3,23.58
KOTHARIPRO,GREEN,3,2,170.63
KPIT,GREEN,3,2,142.53
KPRMILL,GREEN,4,1,567.94
KRBL,GREEN,3,2,332.9
KRIDHANINF,RED,2,3,60.13
KSBPUMPS,RED,1,4,623.86
KSCL,GREEN,4,1,467.56
KSERASERA,NEAUTRAL,2,0,0.18
KSK,GREEN,1,4,18.27
KSL,GREEN,3,2,338.75
KTIL,RED,2,3,207.05
KTKBANK,RED,1,4,122.06
KWALITY,GREEN,4,1,141.38
L&TFH,RED,2,3,96.18
L&TFINANCE,RED,1,3,1094.8
L&TFINANCE,RED,1,3,1094.8
L&TINFRA,GREEN,21,5,7614.33
L&TINFRA,GREEN,21,5,7614.33
L&TINFRA,GREEN,21,5,7614.33
L&TINFRA,GREEN,21,5,7614.33
L&TINFRA,GREEN,21,5,7614.33
LAKPRE,NEAUTRAL,2,2,40.27
LAKSHMIEFL,RED,1,3,66.09
LAKSHVILAS,NEAUTRAL,1,3,138.34
LALPATHLAB,RED,1,4,1093.56
LAMBODHARA,RED,2,3,77.06
LAOPALA,RED,1,4,467.56
LAXMIMACH,GREEN,1,4,3939.61
LCCINFOTEC,NEAUTRAL,0,0,0.19
LGBBROSLTD,RED,1,4,569.83
LGBFORGE,RED,2,2,6.07
LIBERTSHOE,RED,0,5,175.02
LICHSGFIN,GREEN,2,3,531.8
LICNETFGSC,NEAUTRAL,2,0,16.84
LINCOLN,RED,4,1,200.27
LINCPEN,RED,2,3,273.86
LINDEINDIA,RED,3,2,359.19
LIQUIDBEES,NEAUTRAL,2,0,1000
LITL,RED,1,2,3.77
LLOYDELENG,GREEN,2,3,284.07
LML,GREEN,4,1,13.49
LOKESHMACH,RED,1,4,72.91
LOTUSEYE,RED,1,4,33.68
LOVABLE,RED,2,3,248.03
LPDC,RED,0,4,3.51
LT,RED,3,2,1445.84
LUMAXAUTO,RED,0,1,3.63
LUMAXIND,RED,1,4,1036.49
LUMAXTECH,RED,2,3,453.8
LUPIN,RED,2,3,1495.09
LUXIND,GREEN,3,2,724.23
LYCOS,RED,1,4,7.96
LYKALABS,GREEN,3,2,60.61
LYPSAGEMS,RED,2,3,59.74
M&M,RED,1,4,1211.74
M&MFIN,GREEN,3,2,292.01
M100,RED,0,4,15.79
M50,GREEN,4,1,80.4
MADHAV,GREEN,4,1,59.55
MADHUCON,GREEN,4,1,43.13
MADRASFERT,GREEN,4,1,16.81
MAGMA,RED,3,2,96.38
MAGNUM,RED,1,4,3.89
MAHABANK,RED,1,3,29.94
MAHINDCIE,GREEN,3,2,199.12
MAHLIFE,RED,2,3,364.38
MAHSCOOTER,RED,2,3,1610.95
MAHSEAMLES,RED,2,3,273.88
MAITHANALL,RED,3,2,354.94
MAJESCO,RED,1,4,402.55
MALUPAPER,RED,2,3,28.95
MANAKCOAT,RED,1,4,7.54
MANAKINDST,NEAUTRAL,1,0,20.7
MANAKSIA,RED,2,3,53.28
MANAKSTEEL,NEAUTRAL,1,2,9.97
MANALIPETC,GREEN,4,1,36.29
MANAPPURAM,RED,3,2,78.43
MANAPPURAM,RED,3,2,78.43
MANDHANA,GREEN,3,2,33.44
MANGALAM,RED,4,1,147.92
MANGCHEFER,RED,2,2,53.75
MANGLMCEM,RED,2,3,277.43
MANGTIMBER,GREEN,2,3,30.46
MANINDS,GREEN,4,1,48.56
MANINFRA,RED,0,4,41.93
MANPASAND,GREEN,4,1,573.17
MANUGRAPH,RED,1,4,50.1
MARALOVER,RED,2,2,33.79
MARICO,RED,1,4,257.99
MARKSANS,RED,1,3,39.79
MARUTI,RED,1,4,5689.72
MASTEK,GREEN,4,1,183.87
MAWANASUG,GREEN,3,2,58.18
MAXWELL,null,0,0,0
MAYURUNIQ,RED,1,4,345.24
MBECL,RED,2,3,58.06
MBLINFRA,GREEN,2,1,55.21
MCDHOLDING,RED,2,3,45.13
MCDOWELL-N,GREEN,3,2,2021.9
MCLEODRUSS,GREEN,1,4,153.84
MCX,RED,1,4,1196.83
MEGASOFT,GREEN,2,3,20.99
MEGH,RED,2,3,44.63
MENONBE,RED,2,2,74.29
MEP,RED,2,3,40.72
MERCATOR,GREEN,2,3,44.3
MERCK,RED,2,3,962.54
METALFORGE,RED,3,2,62.96
METKORE,GREEN,2,3,3.02
MFSL,GREEN,3,2,556.81
MHRIL,RED,1,4,400.51
MIC,RED,0,4,14.79
MICROSEC,null,0,0,0
MINDACORP,GREEN,4,1,93.6
MINDAIND,RED,2,3,342.43
MINDTREE,RED,1,4,488.25
MIRCELECTR,RED,0,4,14.47
MIRZAINT,RED,1,4,93.36
MMFL,RED,3,2,453.58
MMTC,RED,1,4,69.59
MOHITIND,GREEN,2,3,44.18
MOIL,RED,0,5,401.15
MOLDTKPAC,RED,0,4,198.42
MOMAI,RED,1,3,99.54
MONNETISPA,RED,1,4,25.22
MONSANTO,RED,1,4,2251.91
MONTECARLO,GREEN,2,3,412.4
MORARJEE,RED,2,3,56.35
MOREPENLAB,RED,1,4,20.86
MOSERBAER,RED,3,2,7.81
MOTHERSUMI,RED,2,3,327.64
MOTILALOFS,RED,1,4,528.86
MPHASIS,RED,2,3,523.1
MPSLTD,RED,2,3,743.03
MRF,RED,1,4,53025.91
MRO-TEK,RED,3,2,61.63
MRPL,RED,2,3,108.69
MSPL,RED,1,4,14.31
MTEDUCARE,RED,4,1,123.84
MTNL,RED,2,2,20.25
MUKANDENGG,RED,1,4,36.07
MUKANDLTD,RED,1,4,69.02
MUKTAARTS,RED,2,3,98.2
MUNJALAU,RED,1,4,91.8
MUNJALSHOW,RED,1,4,195.05
MURUDCERA,RED,0,5,31.12
MUTHOOTCAP,RED,2,3,259.75
MUTHOOTFIN,RED,4,7,1908.34
MUTHOOTFIN,RED,4,7,1908.34
MUTHOOTFIN,RED,4,7,1908.34
MVL,NEAUTRAL,1,0,0.55
MYSOREBANK,RED,3,2,538.2
N100,RED,1,3,372.43
NAGAROIL,RED,0,5,4.92
NAGREEKEXP,GREEN,3,2,36.36
NAHARCAP,NEAUTRAL,3,1,96.84
NAHARINDUS,RED,3,2,116.31
NAHARPOLY,RED,2,3,62.75
NAHARSPING,GREEN,4,1,144.01
NAKODA,NEAUTRAL,0,0,0.43
NATCOPHARM,RED,1,4,647.24
NATHBIOGEN,RED,2,3,163.1
NATIONALUM,RED,1,4,70.82
NATNLSTEEL,GREEN,3,1,23.19
NAUKRI,RED,2,3,864.37
NAVINFLUOR,RED,2,3,2835.16
NAVKARCORP,RED,1,4,176.73
NAVNETEDUL,RED,1,4,116.62
NBCC,GREEN,2,3,275.21
NBVENTURES,RED,2,3,119.83
NCC,GREEN,2,3,82.99
NCLIND,RED,1,4,122.54
NDL,RED,2,3,120.32
NDTV,RED,1,4,74.84
NECCLTD,GREEN,3,2,67.29
NECLIFE,RED,2,3,35.29
NELCAST,RED,0,5,51.95
NELCO,RED,0,3,84.32
NEPCMICON,NEAUTRAL,0,1,1.75
NESCO,RED,0,5,2053.81
NESTLEIND,GREEN,2,3,5901.65
NET4,null,0,0,0
NETWORK18,RED,2,3,36.22
NEULANDLAB,GREEN,1,4,1001.49
NEXTMEDIA,RED,1,4,18.59
NEYVELILIG,null,0,0,0
NFL,GREEN,2,3,46.2
NH,RED,0,5,338.22
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHAI,NEAUTRAL,6,18,6435.88
NHBTF2014,RED,2,3,10216.75
NHBTF2014,RED,2,3,10216.75
NHBTF2023,RED,1,3,7920
NHPC,RED,2,4,854.7
NIBL,RED,2,3,32.43
NICCO,NEAUTRAL,0,1,0.36
NIFTYBEES,RED,2,3,857.25
NIITLTD,RED,1,4,84.39
NIITTECH,RED,2,3,428.33
NILAINFRA,GREEN,3,2,14.46
NILKAMAL,RED,2,3,1492.14
NIPPOBATRY,RED,2,3,995.01
NIRVIKARA,null,0,0,0
NITCO,RED,2,3,59.99
NITESHEST,RED,0,5,9.18
NITINFIRE,RED,2,3,28.55
NITINSPIN,RED,1,4,78.44
NMDC,GREEN,2,3,144.71
NOCIL,GREEN,4,1,75.32
NOESISIND,null,0,0,0
NOIDATOLL,RED,3,2,13.19
NORBTEAEXP,NEAUTRAL,0,2,4
NRBBEARING,GREEN,3,2,106.66
NSIL,RED,3,2,805.82
NTPC,NEAUTRAL,12,10,4085.48
NTPC,NEAUTRAL,12,10,4085.48
NTPC,NEAUTRAL,12,10,4085.48
NTPC,NEAUTRAL,12,10,4085.48
NTPC,NEAUTRAL,12,10,4085.48
NTPC,NEAUTRAL,12,10,4085.48
NUCLEUS,RED,1,4,281.49
NUTEK,NEAUTRAL,2,0,0.78
OBEROIRLTY,GREEN,2,3,316.84
OCCL,RED,1,4,817.18
OCL,RED,3,2,844.57
OFSS,GREEN,4,1,3266.58
OIL,RED,0,5,340.05
OILCOUNTUB,RED,4,1,46.21
OISL,NEAUTRAL,2,0,4.74
OMAXAUTO,RED,0,5,77.6
OMAXE,RED,2,3,161.12
OMKARCHEM,GREEN,1,4,162.06
OMMETALS,RED,0,5,46.42
OMNITECH,RED,0,1,0.67
ONELIFECAP,GREEN,4,1,22.8
ONGC,RED,2,3,198.66
ONMOBILE,RED,1,4,86.9
ONWARDTEC,RED,2,3,71.11
OPTOCIRCUI,RED,2,3,10.42
ORBITCORP,NEAUTRAL,1,3,4.59
ORBTEXP,GREEN,1,4,319.08
ORCHIDPHAR,RED,0,4,28.67
ORICONENT,RED,1,3,51.5
ORIENTABRA,GREEN,2,3,33.43
ORIENTALTL,NEAUTRAL,2,2,6.22
ORIENTBANK,RED,2,3,115.72
ORIENTBELL,GREEN,3,1,162.88
ORIENTCEM,RED,1,4,127.09
ORIENTHOT,RED,3,2,22.99
ORIENTLTD,NEAUTRAL,1,0,38.72
ORIENTPPR,RED,2,3,76.75
ORIENTREF,RED,2,3,118.82
ORISSAMINE,RED,0,5,2366.27
ORTEL,RED,3,2,141.74
ORTINLABSS,RED,1,3,20.33
OUDHSUG,RED,0,5,135.24
PAEL,NEAUTRAL,2,1,10.95
PAGEIND,RED,4,1,14239.76
PALREDTECH,null,0,0,0
PANACEABIO,RED,3,2,133.74
PANAMAPET,RED,3,2,109.32
PANORAMUNI,RED,0,5,9.85
PAPERPROD,RED,1,4,242.9
PARABDRUGS,GREEN,3,2,9.9
PARACABLES,RED,2,2,3.55
PARRYSUGAR,NEAUTRAL,1,3,48.79
PARSVNATH,RED,1,4,13.29
PATELENG,RED,3,2,87.8
PATINTLOG,GREEN,1,4,82.2
PATSPINLTD,GREEN,4,1,11.27
PBAINFRA,RED,2,3,22.44
PCJEWELLER,RED,2,3,389.13
PDMJEPAPER,RED,3,2,21.67
PDPL,GREEN,1,4,23.16
PDSMFL,RED,0,5,146.28
PDUMJEIND,GREEN,1,3,11.98
PDUMJEPULP,RED,2,3,21.79
PEARLPOLY,RED,2,3,26.74
PEL,RED,3,2,1810.36
PENIND,RED,1,4,44.52
PENINLAND,RED,3,2,14.74
PENPEBS,RED,1,4,147.59
PERSISTENT,RED,2,3,629.99
PETRONENGG,RED,3,2,142.08
PETRONET,RED,1,4,363.51
PFC,RED,1,4,135.64
PFIZER,RED,1,4,1798.26
PFOCUS,GREEN,3,2,75.76
PFS,GREEN,3,2,42.79
PGEL,RED,1,4,165.94
PGHH,RED,3,2,6802.77
PGIL,RED,1,4,139.1
PHILIPCARB,RED,3,2,247.3
PHOENIXLL,RED,2,3,150.94
PHOENIXLTD,RED,1,4,357.93
PIDILITIND,GREEN,2,3,633.63
PIIND,GREEN,3,2,833.56
PILANIINVS,GREEN,3,2,1461.3
PILITA,RED,2,2,12.13
PIONDIST,RED,2,3,187.59
PIONEEREMB,GREEN,3,2,56.95
PIRPHYTO,RED,0,5,91.94
PITTILAM,GREEN,3,2,61.01
PKTEA,GREEN,3,1,156.08
PLASTIBLEN,GREEN,2,3,498.01
PNB,RED,3,2,129.33
PNBGILTS,GREEN,2,3,48.98
PNC,RED,2,3,22.79
PNCINFRA,RED,1,4,105.24
PNEUMATIC,NEAUTRAL,1,2,875.67
POCHIRAJU,NEAUTRAL,3,1,8.63
POLARIS,RED,1,4,162.13
POLYMED,GREEN,3,2,411.47
POLYPLEX,RED,2,3,396.31
PONNIERODE,GREEN,1,4,237.51
POWERGRID,RED,3,2,198.91
POWERMECH,RED,2,3,450.08
PPAP,GREEN,3,2,179
PRABHAT,GREEN,2,3,108.39
PRAENG,GREEN,5,0,11.62
PRAJIND,RED,2,3,83.09
PRAKASH,RED,2,3,64.67
PRAKASHCON,GREEN,1,4,4.91
PRAKASHSTL,NEAUTRAL,0,1,1.33
PRATIBHA,RED,2,3,13.96
PRECAM,RED,0,5,158.85
PRECOT,RED,2,3,73.68
PRECWIRE,RED,2,3,118.3
PREMIER,RED,2,3,32.73
PREMIERPOL,NEAUTRAL,1,2,31.3
PRESSMN,GREEN,2,3,45.9
PRESTIGE,RED,0,5,168.92
PRICOL,null,0,0,0
PRIMESECU,RED,1,4,31.53
PRISMCEM,RED,1,4,90.13
PROVOGE,RED,0,3,4.49
PROZONINTU,RED,1,4,35.68
PSB,RED,2,3,48.9
PSL,RED,0,5,5.88
PSUBNKBEES,RED,1,4,344.13
PTC,RED,3,2,83.62
PTL,GREEN,3,2,146.46
PUNJABCHEM,GREEN,3,2,272.77
PUNJLLOYD,RED,1,4,20.27
PURVA,RED,2,3,44.23
PVP,RED,2,2,4.85
PVR,RED,3,2,1247.92
QGOLDHALF,GREEN,3,2,1325.35
QNIFTY,RED,0,2,540.58
QUICKHEAL,GREEN,4,1,264.94
RADAAN,NEAUTRAL,0,1,1.01
RADICO,GREEN,3,2,118.58
RAIN,RED,3,2,59.65
RAINBOWPAP,RED,1,1,3.78
RAIREKMOH,RED,3,2,72.58
RAJESHEXPO,RED,1,4,496.99
RAJOIL,GREEN,3,0,2.27
RAJSREESUG,RED,2,3,69.39
RAJTV,RED,2,3,61.93
RALLIS,GREEN,1,4,212.69
RAMANEWS,GREEN,2,3,38.27
RAMASTEEL,NEAUTRAL,3,1,113.01
RAMCOCEM,RED,2,3,612.26
RAMCOIND,RED,0,5,201.68
RAMCOSYS,RED,2,3,377.13
RAMKY,RED,3,2,64.98
RANASUG,GREEN,1,4,11.78
RANEENGINE,RED,1,4,625.15
RANEHOLDIN,GREEN,3,2,759.2
RASOYPR,RED,0,1,0.17
RATNAMANI,GREEN,3,2,690.88
RAYMOND,RED,3,2,516.68
RBL,RED,0,5,979.55
RCF,GREEN,3,2,58.03
RCOM,RED,2,3,31.82
RDEL,RED,1,3,57.19
RECLTD,NEAUTRAL,14,10,7644.1
RECLTD,NEAUTRAL,14,10,7644.1
RECLTD,NEAUTRAL,14,10,7644.1
RECLTD,NEAUTRAL,14,10,7644.1
RECLTD,NEAUTRAL,14,10,7644.1
REDINGTON,RED,1,3,101.82
REFEX,RED,1,4,16.34
REIAGROLTD,NEAUTRAL,0,2,0.41
REISIXTEN,GREEN,2,0,0.6
RELAXO,RED,1,4,413.19
RELBANK,null,0,0,0
RELCAPITAL,RED,3,2,458.82
RELCONS,NEAUTRAL,1,0,30.32
RELGOLD,null,0,0,0
RELGRNIFTY,null,0,0,0
RELIANCE,GREEN,1,4,1054.83
RELIFIN,NEAUTRAL,2,2,2835.06
RELIGARE,RED,1,4,248.22
RELIGAREGO,null,0,0,0
RELINFRA,RED,3,2,511.83
RELNIFTY,null,0,0,0
RELNV20,NEAUTRAL,0,0,151.92
REMSONSIND,RED,1,3,53.7
RENUKA,GREEN,2,2,15.34
REPCOHOME,GREEN,2,3,649.23
REPRO,RED,2,3,413.54
RESPONIND,GREEN,3,2,64.54
REVATHI,GREEN,3,2,592.61
RICOAUTO,GREEN,1,4,61.32
RIIL,GREEN,2,3,404.02
RJL,RED,1,4,131.74
RKDL,RED,3,2,11.06
RKFORGE,GREEN,3,2,364.48
RMCL,GREEN,5,0,26.5
RML,RED,1,4,430.69
RMMIL,NEAUTRAL,0,0,0.09
ROHITFERRO,NEAUTRAL,1,1,8.21
ROHLTD,GREEN,2,3,82.79
ROLTA,RED,1,4,62.87
ROSSELLIND,GREEN,2,3,122.27
RPGLIFE,RED,1,4,488.29
RPOWER,RED,2,3,44.37
RPPINFRA,RED,4,1,255.85
RSSOFTWARE,RED,1,4,111.48
RSWM,RED,2,3,457.26
RSYSTEMS,RED,2,3,59.87
RTNINFRA,NEAUTRAL,1,1,2.97
RTNPOWER,RED,1,4,6.99
RUBYMILLS,RED,2,3,356.18
RUCHINFRA,NEAUTRAL,2,2,3.72
RUCHIRA,RED,3,2,116.77
RUCHISOYA,GREEN,3,2,20.93
RUPA,RED,0,5,253.81
RUSHIL,RED,2,3,671.53
SABTN,GREEN,2,3,292.73
SADBHAV,GREEN,2,3,278.78
SADBHIN,RED,4,1,100.81
SAGCEM,RED,3,2,691.99
SAIL,GREEN,2,3,59.01
SAKHTISUG,RED,1,3,41.53
SAKSOFT,RED,1,4,312.76
SAKUMA,RED,1,4,63.96
SALORAINTL,RED,2,3,61.02
SALSTEEL,RED,0,3,4.31
SALZERELEC,RED,1,4,199.75
SAMBHAAV,GREEN,3,1,5.91
SANCO,GREEN,2,3,111.58
SANDESH,GREEN,3,2,900.95
SANGAMIND,RED,4,1,265.9
SANGHIIND,GREEN,3,2,61.84
SANGHVIFOR,RED,2,3,44.16
SANGHVIMOV,RED,2,3,216.12
SANOFI,GREEN,2,3,4157.07
SANWARIA,RED,2,3,7.22
SARDAEN,GREEN,2,3,256.05
SAREGAMA,GREEN,3,2,234.4
SARLAPOLY,RED,1,4,63.12
SASKEN,RED,2,3,399.11
SATHAISPAT,RED,3,2,71.18
SATIN,RED,3,2,355.07
SBBJ,RED,3,2,689.16
SBIN,RED,7,7,31059.04
SBIN,RED,7,7,31059.04
SBIN,RED,7,7,31059.04
SBT,RED,2,3,538.38
SCHNEIDER,NEAUTRAL,3,1,142.85
SCI,RED,2,3,66.43
SDBL,RED,3,2,130.43
SEAMECLTD,RED,2,3,84.78
SEINV,NEAUTRAL,2,2,190.09
SELAN,RED,2,3,187.88
SELMCL,NEAUTRAL,2,0,3.01
SEPOWER,RED,2,2,17.87
SEQUENT,RED,1,4,124.16
SERVALL,NEAUTRAL,0,2,3.84
SESHAPAPER,RED,2,3,738.24
SETFGOLD,RED,2,3,2679.16
SETFNIF50,RED,3,2,85.74
SETFNIFBK,GREEN,4,1,193.79
SEZAL,RED,2,3,8.67
SFCL,RED,1,4,118.14
SGJHL,NEAUTRAL,1,2,4.22
SHAHALLOYS,RED,0,4,16.62
SHAKTIPUMP,GREEN,3,2,144.58
SHALPAINTS,RED,1,4,159.38
SHANTIGEAR,RED,2,3,116.57
SHARDACROP,RED,0,5,467.83
SHARDAMOTR,GREEN,3,2,1147.51
SHARIABEES,RED,0,2,116.08
SHARONBIO,RED,0,4,9.22
SHEMAROO,GREEN,2,3,412.56
SHILPAMED,RED,2,3,708.17
SHILPI,RED,3,2,228.9
SHIRPUR-G,GREEN,3,2,106.61
SHIVAMAUTO,RED,1,4,42.92
SHIVTEX,GREEN,3,2,275.19
SHK,RED,2,3,320.34
SHOPERSTOP,GREEN,3,2,293.64
SHREECEM,RED,3,2,15152.64
SHREEPUSHK,GREEN,4,1,187.73
SHREERAMA,RED,3,2,14.83
SHRENUJ,NEAUTRAL,2,0,3
SHREYANIND,RED,2,3,115.26
SHREYAS,GREEN,3,2,220.26
SHRIRAMCIT,NEAUTRAL,8,3,5103.58
SHRIRAMCIT,NEAUTRAL,8,3,5103.58
SHRIRAMEPC,RED,1,4,29.03
SHYAMCENT,GREEN,2,3,8.53
SHYAMTEL,RED,1,4,31.46
SICAGEN,RED,1,4,27.07
SICAL,RED,3,2,231.87
SIEMENS,RED,1,4,1179.85
SIGNET,RED,2,3,20.92
SIIL,GREEN,2,0,54.08
SIL,RED,2,3,23.13
SILINV,GREEN,3,2,124.27
SIMBHALS,GREEN,2,3,38.55
SIMPLEX,GREEN,1,4,26.09
SIMPLEXINF,RED,2,2,290.44
SINTEX,RED,3,2,86.48
SITASHREE,RED,2,2,7.94
SITICABLE,null,0,0,0
SIYSIL,RED,2,3,1398.13
SJVN,RED,1,4,31.58
SKFINDIA,RED,1,4,1280.58
SKIL,RED,0,4,22.33
SKIPPER,RED,2,3,154.9
SKMEGGPROD,GREEN,3,2,69.59
SKSMICRO,null,0,0,0
SMARTLINK,GREEN,3,2,101.8
SMCSRVIRD,null,0,0,0
SMLISUZU,GREEN,4,1,1190.42
SMPL,RED,3,2,2.61
SMSPHARMA,RED,1,4,89.5
SNOWMAN,RED,1,4,59.14
SOBHA,GREEN,2,3,262.67
SOLARINDS,GREEN,3,2,706.67
SOMANYCERA,RED,3,2,530.93
SOMATEX,RED,0,5,9.78
SONASTEER,NEAUTRAL,2,2,68.89
SONATSOFTW,RED,3,2,207.51
SOTL,RED,4,1,756.11
SOUTHBANK,RED,0,4,21.3
SPARC,RED,2,3,322.3
SPECIALITY,GREEN,3,2,75.99
SPENTEX,GREEN,1,1,4.11
SPHEREGSL,GREEN,5,0,68.96
SPIC,GREEN,4,1,22.99
SPICEMOBI,RED,0,5,15.97
SPLIL,GREEN,5,0,28.07
SPMLINFRA,RED,1,4,56.55
SPYL,RED,1,4,1.08
SQSBFSI,RED,1,4,714.02
SREINFRA,NEAUTRAL,5,7,3687.88
SREINFRA,NEAUTRAL,5,7,3687.88
SRF,RED,3,2,1645.1
SRGINFOTEC,NEAUTRAL,2,1,0.38
SRHHYPOLTD,GREEN,3,2,139.42
SRIPIPES,RED,1,4,284.21
SRSLTD,GREEN,3,1,5.06
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SRTRANSFIN,NEAUTRAL,11,11,10305.25
SSWL,RED,0,5,683.52
STAN,GREEN,4,1,54.74
STAR,RED,1,4,1136.58
STARPAPER,RED,2,3,182.66
STCINDIA,GREEN,2,3,224.11
STEL,RED,3,2,55.55
STERLINBIO,NEAUTRAL,1,1,3.69
STERTOOLS,RED,1,4,192.79
STOREONE,null,0,0,0
STRTECH,RED,3,1,107.38
STYABS,null,0,0,0
SUBEX,RED,1,3,9.6
SUBROS,RED,2,3,172.69
SUDAR,NEAUTRAL,0,0,0.31
SUDARSCHEM,GREEN,2,3,336
SUJANATWR,RED,1,3,8.83
SUJANAUNI,NEAUTRAL,0,2,1.67
SUMEETINDS,GREEN,2,3,39.45
SUMMITSEC,GREEN,2,2,415.49
SUNCLAYLTD,GREEN,3,2,3037.71
SUNDARAM,NEAUTRAL,0,2,4.19
SUNDARMFIN,RED,3,2,1234.68
SUNDRMBRAK,GREEN,2,3,453.73
SUNDRMFAST,GREEN,5,0,314.28
SUNFLAG,GREEN,3,2,39.56
SUNILHITEC,GREEN,1,2,12.4
SUNPHARMA,GREEN,3,2,647.92
SUNTECK,RED,0,5,246.89
SUNTV,RED,1,4,527.95
SUPERHOUSE,RED,2,3,167.03
SUPERSPIN,GREEN,4,1,13.28
SUPPETRO,RED,2,3,223.22
SUPRAJIT,GREEN,2,3,195.01
SUPREMEIND,RED,2,3,876.02
SUPREMEINF,RED,2,3,109.91
SUPREMETEX,RED,0,1,6.35
SURANAIND,NEAUTRAL,1,1,2.69
SURANASOL,RED,3,2,22.73
SURANAT&P,GREEN,5,0,4.93
SURYAJYOTI,null,0,0,0
SURYALAXMI,RED,0,5,131.64
SURYAROSNI,RED,1,4,188.46
SUTLEJTEX,RED,2,3,825.15
SUVEN,RED,1,4,175.39
SUZLON,RED,3,1,15.74
SVOGL,GREEN,1,0,0.61
SWANENERGY,GREEN,4,1,175.81
SWARAJENG,RED,2,3,1348.96
SWELECTES,GREEN,2,2,360.4
SYMPHONY,RED,3,1,1181.63
SYNCOM,RED,0,3,6.23
SYNDIBANK,RED,2,3,65
SYNGENE,RED,0,5,596.89
TAINWALCHM,RED,1,4,47.97
TAJGVK,RED,0,5,121.4
TAKE,RED,2,3,142.81
TALBROAUTO,RED,1,4,133.07
TALWALKARS,RED,1,4,233.33
TANLA,RED,3,2,60.12
TANTIACONS,RED,3,2,16.52
TARAJEWELS,RED,1,4,39.48
TARAPUR,GREEN,3,2,5.93
TARMAT,RED,3,2,44.21
TATACHEM,RED,3,2,522.74
