SYMBOL, LAST_TREND,LAST_3_UP_TREND_COUNT,LAST_3_DOWN_TREND_COUNT,LAST_5_UP_TREND_COUNT,LAST_5_DOWN_TREND_COUNT,LAST_10_UP_TREND_COUNT,LAST_10_DOWN_TREND_COUNT
BLUEDART,DOWN_TREND
NTPC,UP_TREND,3,0,4,1,7,3
