SYMBOL,PREDECTION,MAX_GREEN,MAX_RED,SMA
JAIBALAJI,NEAUTRAL,2,3,19.79
JAICORPLTD,RED,3,7,177.17
JAMNAAUTO,GREEN,5,5,65.86
JAYSREETEA,RED,3,7,115.99
JBFIND,RED,0,2,39.87
JETFREIGHT,NEAUTRAL,1,2,52.52
JHS,RED,1,8,69.94
JINDALPHOT,GREEN,3,7,76.31
JINDALSAW,RED,1,9,115.23
JINDALSTEL,GREEN,5,5,163.81
JINDCOT,RED,1,7,8.46
JINDRILL,RED,2,8,157.31
JISLDVREQS,RED,3,7,71.46
JISLJALEQS,RED,3,7,115.41
JITFINFRA,RED,3,5,48.84
JKPAPER,GREEN,3,7,126.56
JKTYRE,RED,3,7,136.13
JMFINANCIL,RED,4,6,148.47
JOCIL,RED,3,6,182.84
JPASSOCIAT,RED,3,7,17.45
JPINFRATEC,RED,2,8,14.22
JPOLYINVST,RED,1,9,71.61
JSL,RED,3,7,103.06
JSWENERGY,NEAUTRAL,3,6,81.01
JVLAGRO,RED,2,7,24.09
JYOTISTRUC,GREEN,1,0,1.02
KABRAEXTRU,RED,3,6,119.59
KAMATHOTEL,RED,2,8,121.26
KANANIIND,RED,1,3,4.04
KANORICHEM,RED,3,7,96.16
KARMAENG,RED,2,8,40.12
KARURVYSYA,RED,3,7,114.53
KAVVERITEL,RED,5,5,11.34
KCP,RED,3,7,120.81
KCPSUGIND,RED,2,7,31.38
KECL,GREEN,2,7,44.52
KELLTONTEC,GREEN,2,7,103.73
KERNEX,GREEN,5,4,44.57
KESARENT,RED,3,6,65.77
KESORAMIND,GREEN,5,5,148.42
KEYCORPSER,GREEN,5,3,62.54
KHAITANELE,NEAUTRAL,0,0,1.14
KHANDSE,NEAUTRAL,2,0,20.07
KILITCH,RED,2,8,88.4
KMSUGAR,RED,1,9,20.16
KOHINOOR,GREEN,2,8,74.13
KOKUYOCMLN,GREEN,4,6,131.74
KOPRAN,RED,3,6,64.73
KOTAKNIFTY,RED,3,7,103.32
KOTAKNV20,RED,2,7,47.6
KOTARISUG,GREEN,5,5,20.25
KOTHARIPET,RED,2,8,31.96
KOTHARIPRO,RED,3,7,194.93
KPIT,RED,3,7,165.77
KREBSBIO,RED,6,2,110.31
KRIDHANINF,NEAUTRAL,4,5,98.46
KRISHANA,GREEN,2,4,28.91
KTIL,RED,2,7,182.84
KTKBANK,RED,3,7,149.33
KWALITY,RED,4,6,104.04
L&TFH,RED,3,7,167.97
LAKPRE,RED,4,6,40.61
LAKSHMIEFL,RED,2,8,30.54
LAKSHVILAS,RED,0,10,151.46
LAMBODHARA,RED,2,8,70.38
LFIC,GREEN,4,2,84.07
LIBAS,NEAUTRAL,0,4,56.68
LICNETFGSC,NEAUTRAL,1,0,13.36
LICNETFN50,RED,1,6,104.09
LOKESHMACH,RED,1,9,69.03
LOTUSEYE,GREEN,7,3,31.97
LYKALABS,RED,2,8,58.99
LYPSAGEMS,GREEN,3,7,37.62
M100,RED,4,6,20.53
M50,RED,2,8,97.73
MAANALU,RED,3,7,147.49
MADHAV,RED,1,9,66.72
MADHUCON,RED,3,6,31.98
MADRASFERT,GREEN,3,7,41.62
MAGMA,RED,4,6,164.31
MAGNUM,GREEN,4,6,14.01
MAHABANK,RED,1,9,25.47
MAHASTEEL,GREEN,6,4,68.8
MAHESHWARI,RED,4,6,181.64
MALUPAPER,RED,4,6,43.57
MANAKALUCO,RED,4,6,11.09
MANAKCOAT,RED,4,6,16.13
MANAKSIA,RED,3,7,73
MANAKSTEEL,RED,2,8,39.45
MANALIPETC,RED,3,7,36.45
MANAPPURAM,RED,4,6,101.76
MANGALAM,GREEN,4,6,179.47
MANGCHEFER,RED,2,8,78.28
MANGTIMBER,RED,3,7,35.27
MANINDS,RED,3,7,112.49
MANINFRA,RED,3,7,61.06
MANUGRAPH,RED,3,7,48.16
MARALOVER,GREEN,5,5,40.83
MARKSANS,RED,2,8,36.75
MAWANASUG,RED,1,9,93.19
MAXINDIA,RED,3,7,129.83
MAXVIL,GREEN,4,6,91.65
MBAPL,RED,2,2,44.8
MBECL,GREEN,4,4,58.42
MBLINFRA,RED,1,9,24.61
MCDHOLDING,RED,2,7,47.36
MCLEODRUSS,RED,0,1,19.99
MEGASOFT,RED,4,5,13.65
MEGH,RED,1,9,105.59
MENONBE,RED,2,8,90.33
MEP,RED,3,7,93.45
MERCATOR,GREEN,4,6,36.59
METALFORGE,RED,4,6,32.8
MIC,RED,1,1,2.15
MIDCAPIWIN,RED,2,8,74.09
MINDACORP,RED,3,7,187.13
MINDTECK,GREEN,2,7,72.84
MIRCELECTR,RED,4,6,49.32
MIRZAINT,RED,2,8,157.9
MITCON,NEAUTRAL,0,0,32.77
MMTC,RED,1,8,71.29
MOHITIND,RED,4,6,45.9
MOLDTECH,RED,5,5,70.44
MONNETISPA,RED,3,7,32.84
MORARJEE,GREEN,2,8,48.02
MOREPENLAB,GREEN,2,7,26.23
MOTOGENFIN,RED,2,8,42.99
MRPL,RED,5,5,122.76
MSPL,GREEN,4,5,19.91
MTEDUCARE,RED,4,5,69.71
MTNL,RED,1,8,20.82
MUKANDENGG,RED,2,7,47.29
MUKANDLTD,RED,2,8,85.36
MUKTAARTS,GREEN,3,7,102.49
MUNJALAU,RED,1,9,81.88
MURUDCERA,GREEN,5,5,44.3
NAGAFERT,NEAUTRAL,1,7,15.83
NAGREEKCAP,NEAUTRAL,2,1,63.85
NAGREEKEXP,RED,3,6,47.88
NAHARCAP,RED,5,5,148.41
NAHARINDUS,RED,3,7,98.54
NAHARPOLY,GREEN,3,7,60.33
NAHARSPING,RED,1,9,108.09
NANDANI,NEAUTRAL,5,2,55.67
NATIONALUM,RED,3,7,77.41
NATNLSTEEL,RED,0,9,41.83
NAVKARCORP,RED,3,7,186.8
NAVNETEDUL,RED,1,9,159.62
NBVENTURES,RED,3,7,136.19
NCC,RED,3,7,120.68
NDL,RED,2,8,160.86
NDTV,RED,0,9,43.95
NECCLTD,RED,2,8,31.77
NECLIFE,RED,1,9,34.11
NELCAST,RED,2,8,98.21
NELCO,RED,2,8,114.19
NETWORK18,RED,1,9,52.92
NEXTMEDIA,RED,3,6,19.91
NFL,RED,3,7,63.23
NHPC,GREEN,3,6,28.46
NIBL,GREEN,3,7,29.45
NIF100IWIN,GREEN,2,8,111.4
NIFTYIWIN,GREEN,5,4,104.83
NIITLTD,RED,3,7,93.95
NILAINFRA,RED,2,8,22.49
NITCO,GREEN,3,7,106.84
NITESHEST,GREEN,2,8,11.65
NITINSPIN,RED,3,6,109.12
NITIRAJ,GREEN,3,1,55.31
NLCINDIA,RED,2,7,105.32
NMDC,GREEN,4,6,130.28
NOCIL,RED,3,7,172.01
NOIDATOLL,GREEN,4,6,13.1
NRBBEARING,RED,4,6,148.92
NTPC,GREEN,11,8,191.5
OILCOUNTUB,RED,3,7,48.16
OMAXAUTO,RED,2,8,74.31
OMKARCHEM,RED,1,9,74.76
OMMETALS,GREEN,3,7,68.09
ONELIFECAP,GREEN,6,4,26.35
ONGC,GREEN,5,5,180.66
ONMOBILE,RED,1,9,54.9
ONWARDTEC,RED,1,9,140.15
OPTOCIRCUI,RED,0,1,1.06
ORBTEXP,GREEN,7,3,145.88
ORCHIDPHAR,RED,2,8,18.08
ORICONENT,RED,1,9,55.64
ORIENTABRA,RED,2,7,51.83
ORIENTALTL,GREEN,4,6,16.56
ORIENTBANK,RED,2,8,121.3
ORIENTCEM,GREEN,2,8,164
ORIENTHOT,RED,1,8,38.77
ORIENTLTD,RED,4,5,159.53
ORIENTPPR,GREEN,5,5,131.23
ORIENTREF,RED,4,6,161.05
ORTEL,RED,4,4,29.52
ORTINLABSS,RED,3,7,20.77
PALREDTEC,RED,0,10,89.9
PARACABLES,RED,6,3,12.53
PARSVNATH,RED,4,6,28.62
PATELENG,RED,3,7,81.09
PATINTLOG,RED,3,6,80.6
PATSPINLTD,RED,2,6,28.68
PBAINFRA,NEAUTRAL,3,6,17.49
PDMJEPAPER,RED,2,7,27.47
PDPL,RED,3,7,18.17
PDUMJEIND,RED,3,5,12.87
PDUMJEPULP,GREEN,4,5,27.79
PEARLPOLY,RED,1,9,35.26
PENIND,RED,3,7,62.87
PENINLAND,RED,3,7,35.06
PENPEBS,RED,2,8,97.64
PERFECT,NEAUTRAL,1,3,17.74
PETRONENGG,RED,5,4,131.61
PFC,GREEN,5,5,118.39
PFOCUS,GREEN,4,6,105.74
PFS,RED,2,7,35.69
PGIL,GREEN,3,7,147.9
PILITA,RED,1,8,14.77
PINCON,RED,2,8,35.16
PIONDIST,RED,3,7,185.72
PIONEEREMB,GREEN,5,5,39.56
PIRPHYTO,NEAUTRAL,0,0,4.82
PITTILAM,RED,5,5,91.76
PNB,GREEN,5,5,172.35
PNBGILTS,RED,2,8,45.22
PNC,GREEN,5,4,24.86
PNCINFRA,RED,3,7,184.77
PONNIERODE,RED,3,6,172.72
POWERGRID,RED,0,1,19.88
PRABHAT,RED,3,2,83.16
PRAENG,RED,5,5,11.44
PRAJIND,RED,2,8,110.81
PRAKASH,RED,5,5,143.13
PRECAM,RED,2,8,113.4
PRECOT,RED,1,8,93.17
PREMIER,RED,2,8,29.84
PRESSMN,GREEN,3,7,74.64
PRICOLLTD,RED,2,8,116.53
PRIMESECU,RED,3,6,54.82
PRISMCEM,NEAUTRAL,4,4,112.99
PROVOGE,GREEN,1,1,2.06
PROZONINTU,RED,3,7,70.52
PSB,RED,3,7,47.1
PTC,RED,3,7,112.75
PTL,GREEN,5,5,54.25
PUNJLLOYD,RED,1,7,21.02
PURVA,GREEN,5,5,149.48
RAJSREESUG,RED,2,8,56.36
RAJTV,RED,3,7,59.38
RAJVIR,NEAUTRAL,4,1,24.79
RAMANEWS,RED,5,5,27.09
RAMASTEEL,RED,5,5,188.7
RCF,RED,2,8,89.45
RCOM,RED,4,6,11.47
RECLTD,RED,2,7,149.62
REDINGTON,RED,0,10,184.15
REFEX,RED,3,6,26.09
RELCNX100,RED,2,5,108.67
RELCONS,GREEN,5,3,50.7
RELDIVOPP,RED,1,8,27.97
RELIGARE,RED,2,6,59.14
REMSONSIND,GREEN,5,5,125.86
RENUKA,GREEN,1,9,17.04
RESPONIND,RED,3,7,39.5
RHFL,GREEN,6,3,83.53
RICOAUTO,RED,4,6,92.97
RKDL,GREEN,3,6,12.89
RMCL,GREEN,2,8,27.37
ROHLTD,RED,4,6,162.67
ROLTA,RED,5,5,55
ROSSELLIND,RED,3,7,119.66
RPOWER,RED,3,7,36.58
RRSLGETF,RED,0,2,11.96
RSSOFTWARE,GREEN,4,6,82.37
RSYSTEMS,RED,2,8,46.14
RUCHIRA,RED,3,7,179.92
RUCHISOYA,GREEN,3,7,19.75
SABEVENTS,RED,0,8,11.97
SABTN,RED,1,8,16.3
SADBHIN,RED,1,9,138.66
SAIL,RED,3,7,78.81
SAKHTISUG,RED,2,7,24.38
SAKUMA,RED,3,7,183.34
SALONA,RED,3,7,134.24
SALORAINTL,RED,6,3,54.22
SAMBHAAV,RED,1,9,13.45
SANCO,RED,2,8,53.85
SANGAMIND,RED,2,8,192.03
SANGHIIND,RED,4,6,116.98
SANGHVIFOR,RED,3,6,40.58
SANGHVIMOV,RED,3,7,178.12
SANGINITA,RED,0,2,34.08
SANWARIA,RED,2,6,20
SARLAPOLY,GREEN,2,8,53.89
SASTASUNDR,RED,2,8,131.11
SATHAISPAT,RED,2,8,33.27
SCHNEIDER,RED,2,8,123.42
SCI,GREEN,3,7,95.24
SDBL,RED,5,5,173.26
SEAMECLTD,GREEN,6,3,156.91
SEQUENT,RED,5,5,100.18
SETCO,GREEN,6,4,52.92
SETFNIF50,RED,3,7,103.66
SGL,RED,5,4,15.35
SHAHALLOYS,RED,2,8,18.4
SHALPAINTS,RED,2,4,115.92
SHANTIGEAR,RED,5,5,140.47
SHILPI,RED,3,5,12.72
SHIVAMAUTO,RED,3,7,87.23
SHREERAMA,NEAUTRAL,3,6,13.57
SHREYANIND,RED,2,4,106.95
SHRIRAMEPC,GREEN,3,7,23.52
SHYAMCENT,RED,3,6,12.06
SHYAMTEL,NEAUTRAL,3,2,8.65
SICAGEN,RED,2,8,44.99
SIL,RED,4,5,25.38
SIMBHALS,RED,2,8,25.53
SIMPLEX,GREEN,6,4,39.65
SINTEX,RED,2,7,23.65
SITINET,GREEN,3,5,25.84
SJVN,RED,1,9,33.05
SKIL,RED,7,3,34.11
SKMEGGPROD,RED,2,8,91.59
SMARTLINK,GREEN,3,6,100.94
SMSPHARMA,GREEN,4,6,106.26
SNOWMAN,GREEN,2,8,56.44
SOMATEX,RED,2,6,17.97
SOMICONVEY,RED,2,8,66.26
SONASTEER,RED,3,7,107.22
SOUTHBANK,RED,2,7,31.5
SPECIALITY,RED,4,6,175.85
SPHEREGSL,GREEN,3,7,41.44
SPIC,RED,2,8,40.1
SPICEMOBI,RED,5,5,20.64
SPLIL,GREEN,6,4,21.23
SPMLINFRA,RED,3,7,152.84
SREEL,RED,7,2,162.2
SREINFRA,RED,3,7,98.63
STAN,RED,6,4,58.84
STCINDIA,RED,3,6,171.98
STEELCITY,RED,1,8,133.41
STEL,RED,1,9,103.56
STINDIA,RED,5,3,16.82
SUMEETINDS,RED,4,5,31.3
SUNFLAG,RED,3,7,75.05
SUNILHITEC,RED,1,9,13.8
SUPERHOUSE,RED,3,7,175.09
SUPERSPIN,GREEN,5,5,20.97
SUPREMEINF,GREEN,6,4,95.93
SURANASOL,GREEN,5,4,16.94
SURYALAXMI,RED,3,7,88.51
SUTLEJTEX,RED,2,8,96.28
SUVEN,RED,1,8,189.7
SUZLON,RED,1,6,13.68
SWANENERGY,RED,4,6,184.09
SYNDIBANK,RED,3,7,85.42
TAINWALCHM,GREEN,4,5,114.57
TAJGVK,RED,2,8,166.91
TAKE,GREEN,3,7,157.06
TANLA,RED,2,8,33.1
TANTIACONS,RED,5,3,18.6
TARAJEWELS,GREEN,2,8,19.62
TARMAT,GREEN,5,5,65.04
TATACOFFEE,RED,3,7,161.22
TATAPOWER,RED,2,7,90.47
TBZ,RED,3,7,121
TCIFINANCE,RED,1,9,25.7
TDPOWERSYS,RED,1,8,177.72
TECHIN,NEAUTRAL,2,7,14.43
TERASOFT,GREEN,4,6,64.32
TEXINFRA,RED,3,7,71.36
TEXMOPIPES,RED,1,9,28.57
TEXRAIL,RED,3,7,113.56
TFCILTD,GREEN,5,5,155.89
TFL,RED,4,4,14.26
TGBHOTELS,RED,2,8,56.81
THIRUSUGAR,RED,2,8,62.65
THOMASCOTT,NEAUTRAL,3,3,13.74
TI,RED,3,7,20.8
TIMESGTY,GREEN,4,4,82.66
TIMETECHNO,RED,1,3,79.31
TIPSINDLTD,NEAUTRAL,3,5,123.6
TMRVL,RED,3,7,140.33
TNPETRO,NEAUTRAL,1,7,74.37
TOKYOPLAST,RED,2,8,127.35
TREEHOUSE,RED,3,7,14.66
TRIDENT,RED,3,7,87.59
TRIGYN,RED,2,8,125.66
TRIL,RED,2,8,34.85
TRITURBINE,RED,2,8,130.78
TRIVENI,RED,2,8,82.06
TTL,GREEN,5,5,83.94
TV18BRDCST,RED,3,7,54.69
TVVISION,NEAUTRAL,2,5,17.34
TWL,RED,2,8,170.6
UBHOLDINGS,RED,0,2,2.79
UCALFUEL,RED,3,2,96.88
UCOBANK,RED,1,9,30.15
UGARSUGAR,GREEN,3,7,29.33
UJAAS,RED,2,7,22.1
UMANGDAIRY,RED,4,6,75.77
UNIENTER,GREEN,3,7,89.84
UNIONBANK,GREEN,3,7,153.62
UNITEDBNK,RED,1,9,17.31
UNITEDPOLY,NEAUTRAL,0,0,2.8
UNIVCABLES,RED,1,8,178.3
UPL,GREEN,3,1,13.48
USHAMART,RED,1,9,22.24
UTTAMSTL,RED,2,8,23.42
UTTAMSUGAR,RED,3,7,159.03
VARDHACRLC,GREEN,1,8,47.11
VARDMNPOLY,RED,4,6,34.67
VASCONEQ,RED,2,8,39.14
VASWANI,RED,4,5,14.55
VEDL,NEAUTRAL,2,0,10.44
VENUSREM,RED,1,9,103.28
VICEROY,RED,4,5,17.04
VIDEOIND,NEAUTRAL,2,2,18.12
VIDHIING,RED,2,8,101.65
VIJAYABANK,RED,3,6,69.67
VIJSHAN,RED,3,6,26.78
VIKASECO,RED,2,8,33.57
VIMALOIL,GREEN,1,0,1.38
VIMTALABS,RED,2,8,158.53
VINYLINDIA,RED,3,7,82.62
VIPCLOTHNG,RED,3,7,61.14
VIPULLTD,RED,1,9,74.17
VISASTEEL,GREEN,2,7,18.73
